node,degree
imgt:Cancers_small_cell_lung_(SCLC)_metastatic,2
imgt:Cancers_testicular,2
imgt:Carcinoma_basal_cell_(BCC),2
imgt:Cardiology,2
imgt:Center_of_Molecular_Immunology_(CMI),2
imgt:Cholangiocarcinoma,2
imgt:Cholangitis_primary_sclerosing_(PSC),2
imgt:Chronic_kidney_disease_(CDK),2
imgt:Chugai_Pharmaceutical_Co_Ltd,2
imgt:Clone_100,2
imgt:Clone_108,2
imgt:Clone_109,2
imgt:Clone_11,2
imgt:Clone_110,2
imgt:Clone_111,2
imgt:Clone_113,2
imgt:Clone_114,2
imgt:Clone_115,2
imgt:Clone_116,2
imgt:Clone_117,2
imgt:Clone_119,2
imgt:Clone_122,2
imgt:Clone_123,2
imgt:Clone_1236,2
imgt:Clone_1240,2
imgt:Clone_1246,2
imgt:Clone_1249,2
imgt:Clone_125,2
imgt:Clone_1256,2
imgt:Clone_1259,2
imgt:Clone_1265,2
imgt:Clone_1266,2
imgt:Clone_1268,2
imgt:Clone_1269,2
imgt:Clone_1272,2
imgt:Clone_1273,2
imgt:Clone_1274,2
imgt:Clone_1278,2
imgt:Clone_1285,2
imgt:Clone_1287,2
imgt:Clone_1289,2
imgt:Clone_13,2
imgt:Clone_130,2
imgt:Clone_1308,2
imgt:Clone_1315,2
imgt:Clone_1317,2
imgt:Clone_133,2
imgt:Clone_1330,2
imgt:Clone_1339,2
imgt:Clone_1340,2
imgt:Clone_1344,2
imgt:Clone_1346,2
imgt:Clone_1347,2
imgt:Clone_135,2
imgt:Clone_1350,2
imgt:Clone_1355,2
imgt:Clone_1356,2
imgt:Clone_136,2
imgt:Clone_1365,2
imgt:Clone_1366,2
imgt:Clone_1369,2
imgt:Clone_1371,2
imgt:Clone_1372,2
imgt:Clone_1373,2
imgt:Clone_138,2
imgt:Clone_141,2
imgt:Clone_1418,2
imgt:Clone_142,2
imgt:Clone_143,2
imgt:Clone_145,2
imgt:Clone_1477,2
imgt:Clone_149,2
imgt:Clone_150,2
imgt:Clone_151,2
imgt:Clone_154,2
imgt:Clone_1571,2
imgt:Clone_158,2
imgt:Clone_1580,2
imgt:Clone_1584,2
imgt:Clone_1585,2
imgt:Clone_159,2
imgt:Clone_16,2
imgt:Clone_161,2
imgt:Clone_164,2
imgt:Clone_166,2
imgt:Clone_168,2
imgt:Clone_176,2
imgt:Clone_18,2
imgt:Clone_180,2
imgt:Clone_183,2
imgt:Clone_184,2
imgt:Clone_19,2
imgt:Clone_190,2
imgt:Clone_194,2
imgt:Clone_196,2
imgt:Clone_199,2
imgt:Clone_2,2
imgt:Clone_200,2
imgt:Clone_201,2
imgt:Clone_205,2
imgt:Clone_206,2
imgt:Clone_21,2
imgt:Clone_213,2
imgt:Clone_214,2
imgt:Clone_220,2
imgt:Clone_221,2
imgt:Clone_222,2
imgt:Clone_224,2
imgt:Clone_225,2
imgt:Clone_226,2
imgt:Clone_228,2
imgt:Clone_23,2
imgt:Clone_232,2
imgt:Clone_233,2
imgt:Clone_234,2
imgt:Clone_236,2
imgt:Clone_237,2
imgt:Clone_238,2
imgt:Clone_24,2
imgt:Clone_240,2
imgt:Clone_248,2
imgt:Clone_249,2
imgt:Clone_250,2
imgt:Clone_251,2
imgt:Clone_254,2
imgt:Clone_255,2
imgt:Clone_259,2
imgt:Clone_26,2
imgt:Clone_269,2
imgt:Clone_27,2
imgt:Clone_274,2
imgt:Clone_286,2
imgt:Clone_29,2
imgt:Clone_290,2
imgt:Clone_293,2
imgt:Clone_294,2
imgt:Clone_295,2
imgt:Clone_296,2
imgt:Clone_297,2
imgt:Clone_314,2
imgt:Clone_32,2
imgt:Clone_320,2
imgt:Clone_324,2
imgt:Clone_33,2
imgt:Clone_344,2
imgt:Clone_356,2
imgt:Clone_357,2
imgt:Clone_360,2
imgt:Clone_366,2
imgt:Clone_368,2
imgt:Clone_379,2
imgt:Clone_39,2
imgt:Clone_40,2
imgt:Clone_420,2
imgt:Clone_44,2
imgt:Clone_45,2
imgt:Clone_464,2
imgt:Clone_472,2
imgt:Clone_488,2
imgt:Clone_49,2
imgt:Clone_490,2
imgt:Clone_491,2
imgt:Clone_492,2
imgt:Clone_493,2
imgt:Clone_496,2
imgt:Clone_498,2
imgt:Clone_50,2
imgt:Clone_508,2
imgt:Clone_52,2
imgt:Clone_522,2
imgt:Clone_53,2
imgt:Clone_548,2
imgt:Clone_552,2
imgt:Clone_558,2
imgt:Clone_559,2
imgt:Clone_560,2
imgt:Clone_562,2
imgt:Clone_568,2
imgt:Clone_569,2
imgt:Clone_570,2
imgt:Clone_572,2
imgt:Clone_58,2
imgt:Clone_590,2
imgt:Clone_592,2
imgt:Clone_597,2
imgt:Clone_600,2
imgt:Clone_601,2
imgt:Clone_602,2
imgt:Clone_603,2
imgt:Clone_604,2
imgt:Clone_605,2
imgt:Clone_608,2
imgt:Clone_62,2
imgt:Clone_64,2
imgt:Clone_644,2
imgt:Clone_645,2
imgt:Clone_649,2
imgt:Clone_65,2
imgt:Clone_659,2
imgt:Clone_660,2
imgt:Clone_662,2
imgt:Clone_668,2
imgt:Clone_67,2
imgt:Clone_679,2
imgt:Clone_7,2
imgt:Clone_70,2
imgt:Clone_712,2
imgt:Clone_739,2
imgt:Clone_76,2
imgt:Clone_792,2
imgt:Clone_80,2
imgt:Clone_861,2
imgt:Clone_867,2
imgt:Clone_96,2
imgt:Clone_97,2
imgt:Clone_98,2
imgt:Clone_99,2
imgt:Coats_disease,2
imgt:Conjugate_3_to_5_flexible_polymers_PHF-BA-EG2-MIAF-HPA-Ala_and_3_to_4_auristatin_F_hydroxypropylamide-L-alanine-thioether_bond_1059,2
imgt:Conjugate_7-ethyl-10-hydroxycamptothecin_558,2
imgt:Conjugate_7-ethyl-10-hydroxycamptothecin_559,2
imgt:Conjugate_Indolino-benzodiazepine_compound_839,2
imgt:Conjugate_Indolino-benzodiazepine_compound_type_linker_879,2
imgt:Conjugate_N-acetyl-gamma_calicheamicin_259,2
imgt:Conjugate_N-acetyl-gamma_calicheamicin_44,2
imgt:Conjugate_N-acetyl-gamma_calicheamicin_649,2
imgt:Conjugate_Ricinus_communis_ricin_A_314,2
imgt:Conjugate_Ricinus_communis_ricin_A_320,2
imgt:Conjugate_aldifitox_diphteriatoxin_732,2
imgt:Conjugate_analogue_of_motolimod_1278,2
imgt:Conjugate_auristatin-0101_type_linker_777,2
imgt:Conjugate_auristatin_W_derivative-partially_reduced_S-cystine_sulfurhydryl_groups_665,2
imgt:Conjugate_auristatin_W_derivative_656,2
imgt:Conjugate_blocked_ricin_208,2
imgt:Conjugate_blocked_ricin_211,2
imgt:Conjugate_calicheamicin_205,2
imgt:Conjugate_calicheamicin_98,2
imgt:Conjugate_camptothecin_derivative-thioether_bond_1328,2
imgt:Conjugate_chelator_cituxetan_269,2
imgt:Conjugate_chelator_corixetan_1139,2
imgt:Conjugate_chelator_corixetan_1285,2
imgt:Conjugate_chelator_corixetan_938,2
imgt:Conjugate_chelator_derivative_barzuxetan_867,2
imgt:Conjugate_chelator_matraxetan_1115,2
imgt:Conjugate_chelator_merpentan_133,2
imgt:Conjugate_chelator_pendetide_115,2
imgt:Conjugate_chelator_pendetide_138,2
imgt:Conjugate_chelator_pentetate_123,2
imgt:Conjugate_chelator_pentetate_312,2
imgt:Conjugate_chelator_satetraxetan_541,2
imgt:Conjugate_chelator_satetraxetan_936,2
imgt:Conjugate_chelator_tetraxetan_1029,2
imgt:Conjugate_chelator_tetraxetan_1571,2
imgt:Conjugate_chelator_tetraxetan_229,2
imgt:Conjugate_chelator_tetraxetan_255,2
imgt:Conjugate_chelator_tetraxetan_40,2
imgt:Conjugate_chelator_tetraxetan_560,2
imgt:Conjugate_chelator_tiuxetan_122,2
imgt:Conjugate_clezutoclax_959,2
imgt:Conjugate_deacetylmaytansine-6-hexanoyl_linker_1346,2
imgt:Conjugate_debotansine_1259,2
imgt:Conjugate_derivative_of_the_glucocorticoid_receptor_modulator_acetyl-Gly-Glu_link_1307,2
imgt:Conjugate_deruxtecan_a_camptothecin_derivative-linker_1006,2
imgt:Conjugate_deruxtecan_a_camptothecin_derivative-linker_1256,2
imgt:Conjugate_deruxtecan_a_camptothecin_derivative-linker_1350,2
imgt:Conjugate_deruxtecan_a_camptothecin_derivative-linker_722,2
imgt:Conjugate_deruxtecan_a_camptothecin_derivative-linker_964,2
imgt:Conjugate_dithiocarbamates_209,2
imgt:Conjugate_dolastatin_derivative_1134,2
imgt:Conjugate_doxorubicin_135,2
imgt:Conjugate_doxorubicin_344,2
imgt:Conjugate_duocarmycin_514,2
imgt:Conjugate_duostatin-5-cleavable_linker_840,2
imgt:Conjugate_eribulin-linker_1208,2
imgt:Conjugate_hemiasterlin_analogue-cleavable_valyl-citrullyl_linker_1265,2
imgt:Conjugate_imbotolimod_a_derivative_of_telratolimod_1369,2
imgt:Conjugate_maytansinoid_DM1-noncleavable_succinimidyl-4-linker_357,2
imgt:Conjugate_maytansinoid_DM1-noncleavable_succinimidyl-4-linker_600,2
imgt:Conjugate_maytansinoid_DM1-noncleavable_succinimidyl-4-linker_602,2
imgt:Conjugate_maytansinoid_DM1-thiopentanoate_linker_52,2
imgt:Conjugate_maytansinoid_DM1-thiopentanoate_linker_58,2
imgt:Conjugate_maytansinoid_DM4-reducible_SPDB_linker_[N-succinimidyl_4-butanoate]_1065,2
imgt:Conjugate_maytansinoid_DM4-reducible_SPDB_linker_[N-succinimidyl_4-butanoate]_387,2
imgt:Conjugate_maytansinoid_DM4-reducible_SPDB_linker_[N-succinimidyl_4-butanoate]_389,2
imgt:Conjugate_maytansinoid_DM4-reducible_SPDB_linker_[N-succinimidyl_4-butanoate]_471,2
imgt:Conjugate_maytansinoid_DM4-reducible_SPDB_linker_[N-succinimidyl_4-butanoate]_490,2
imgt:Conjugate_maytansinoid_DM4-reducible_SPDB_linker_[N-succinimidyl_4-butanoate]_967,2
imgt:Conjugate_maytansinoid_DM4-reducible_sulfo-SPDB_linker_[N-succinimidyl_4-2-sulfobutanoate]_575,2
imgt:Conjugate_microtubule-disrupting_agent_opadotin_1340,2
imgt:Conjugate_monomethyl_auristatin_E-peptidyl_linker_883,2
imgt:Conjugate_monomethyl_auristatin_E_1166,2
imgt:Conjugate_monomethyl_auristatin_E_type_linker_1155,2
imgt:Conjugate_monomethyl_auristatin_E_type_linker_1269,2
imgt:Conjugate_monomethyl_auristatin_E_type_linker_1274,2
imgt:Conjugate_monomethyl_auristatin_E_type_linker_324,2
imgt:Conjugate_monomethyl_auristatin_E_type_linker_346,2
imgt:Conjugate_monomethyl_auristatin_E_type_linker_457,2
imgt:Conjugate_monomethyl_auristatin_E_type_linker_458,2
imgt:Conjugate_monomethyl_auristatin_E_type_linker_476,2
imgt:Conjugate_monomethyl_auristatin_E_type_linker_478,2
imgt:Conjugate_monomethyl_auristatin_E_type_linker_482,2
imgt:Conjugate_monomethyl_auristatin_E_type_linker_513,2
imgt:Conjugate_monomethyl_auristatin_E_type_linker_531,2
imgt:Conjugate_monomethyl_auristatin_E_type_linker_532,2
imgt:Conjugate_monomethyl_auristatin_E_type_linker_565,2
imgt:Conjugate_monomethyl_auristatin_E_type_linker_571,2
imgt:Conjugate_monomethyl_auristatin_E_type_linker_653,2
imgt:Conjugate_monomethyl_auristatin_E_type_linker_712,2
imgt:Conjugate_monomethyl_auristatin_E_type_linker_721,2
imgt:Conjugate_monomethyl_auristatin_E_type_linker_772,2
imgt:Conjugate_monomethyl_auristatin_E_type_linker_773,2
imgt:Conjugate_monomethyl_auristatin_E_type_linker_774,2
imgt:Conjugate_monomethyl_auristatin_E_type_linker_814,2
imgt:Conjugate_monomethyl_auristatin_E_type_linker_815,2
imgt:Conjugate_monomethyl_auristatin_E_type_linker_896,2
imgt:Conjugate_monomethyl_auristatin_F_linker_432,2
imgt:Conjugate_monomethyl_auristatin_F_linker_493,2
imgt:Conjugate_monomethyl_auristatin_F_linker_645,2
imgt:Conjugate_monomethyl_auristatin_F_linker_784,2
imgt:Conjugate_non-cleavable_dibenzocyclooctyne-maytansinoid_linker-warhead_880,2
imgt:Conjugate_olatansine-linker_1585,2
imgt:Conjugate_pegol_1299,2
imgt:Conjugate_pegol_233,2
imgt:Conjugate_pegol_627,2
imgt:Conjugate_pegol_634,2
imgt:Conjugate_pegol_871,2
imgt:Conjugate_pyrrolobenzodiazepine_569,2
imgt:Conjugate_pyrrolobenzodiazepine_749,2
imgt:Conjugate_pyrrolobenzodiazepine_775,2
imgt:Conjugate_pyrrolobenzodiazepine_904,2
imgt:Conjugate_pyrrolobenzodiazepine_dimer_SG3199-cleavable_valine-alanine_linker_1072,2
imgt:Conjugate_pyrrolobenzodiazepine_maleimidocaproyl_type_linker_552,2
imgt:Conjugate_pyrrolobenzodiazepine_maleimidocaproyl_type_linker_866,2
imgt:Conjugate_pyrrolobenzodiazepine_maleimidocaproyl_type_linker_902,2
imgt:Conjugate_sarotalocan_IRDye_700DX_near-infrared_photosensitizing_dye_907,2
imgt:Conjugate_seco-DUBA-cleavable_linker_N-[2-ethyl]carbamoyl_1289,2
imgt:Conjugate_seco-DUBA-cleavable_linker_N-[2-ethyl]carbamoyl_668,2
imgt:Conjugate_sulfonamide_containing_auristatin_derivative-cleavable_1-maleimido369-trioxadodecan-12-oyl-valyl-citrullyl_linker_1075,2
imgt:Connective_tissue_disease,2
imgt:CureTech,2
imgt:Cutaneous_melanoma_lesions,2
imgt:Cytogen_Corp,2
imgt:DNA/histone_(H1)_complex,2
imgt:Dermatology,2
imgt:Duchenne_muscular_dystrophy_(DMD),2
imgt:EUSA_Pharma,2
imgt:Eisai_Co_Ltd,2
imgt:FPIA_[FC-[PEPTIDE-PROTEIN]2]3,2
imgt:FPIA_[PROTEIN_3REPEATS]2-3S-FC,2
imgt:Fab-G2b-kappa,2
imgt:Fab-nd-nd,2
imgt:Fab_G3-kappa,2
imgt:Fc,2
imgt:Fc-Alpha,2
imgt:Fc-Alpha-1,2
imgt:Fc-Alpha-2,2
imgt:Fc-Delta,2
imgt:Fc-Epsilon,2
imgt:Fc-Gamma-1,2
imgt:Fc-Gamma-2,2
imgt:Fc-Gamma-2-a,2
imgt:Fc-Gamma-2-b,2
imgt:Fc-Gamma-2-c,2
imgt:Fc-Gamma-3,2
imgt:Fc-Gamma-4,2
imgt:Fc-Mu,2
imgt:Five_Prime_Therapeutics_Inc,2
imgt:Fresenius_Biotech_GmbH,2
imgt:Fudan_University,2
imgt:Fused_Bougainvillea_spectabilis_Willd_bouganin_236,2
imgt:Fused_CD28_1233,2
imgt:Fused_CD28_827,2
imgt:Fused_CD28_876,2
imgt:Fused_CD28_986,2
imgt:Fused_CD4_1232,2
imgt:Fused_CD8A_1042,2
imgt:Fused_CD8A_1102,2
imgt:Fused_CD8A_1103,2
imgt:Fused_CD8A_1161,2
imgt:Fused_CD8A_1229,2
imgt:Fused_CD8A_1230,2
imgt:Fused_CD8A_1231,2
imgt:Fused_CD8A_1383,2
imgt:Fused_CD8A_1384,2
imgt:Fused_CD8A_1385,2
imgt:Fused_CD8A_828,2
imgt:Fused_CD8A_873,2
imgt:Fused_Homo_sapiens_CD3E_1101,2
imgt:Fused_Homo_sapiens_IFNA2_1019,2
imgt:Fused_Homo_sapiens_IGHG1_Fc-peptidyl_linker_1227,2
imgt:Fused_Homo_sapiens_IGHG1_Fc_1048,2
imgt:Fused_Homo_sapiens_IGHG1_Fc_1098,2
imgt:Fused_Homo_sapiens_IGHG1_Fc_1293,2
imgt:Fused_Homo_sapiens_IGHG1_Fc_213,2
imgt:Fused_Homo_sapiens_IGHG1_Fc_214,2
imgt:Fused_Homo_sapiens_IGHG1_Fc_331,2
imgt:Fused_Homo_sapiens_IGHG1_Fc_377,2
imgt:Fused_Homo_sapiens_IGHG1_Fc_388,2
imgt:Fused_Homo_sapiens_IGHG1_Fc_408,2
imgt:Fused_Homo_sapiens_IGHG1_Fc_475,2
imgt:Fused_Homo_sapiens_IGHG1_Fc_530,2
imgt:Fused_Homo_sapiens_IGHG1_Fc_611,2
imgt:Fused_Homo_sapiens_IGHG1_Fc_615,2
imgt:Fused_Homo_sapiens_IGHG1_Fc_870,2
imgt:Fused_Homo_sapiens_IGHG1_Fc_885,2
imgt:Fused_Homo_sapiens_IGHG1_Fc_926,2
imgt:Fused_Homo_sapiens_IGHG1_Fc_935,2
imgt:Fused_Homo_sapiens_IGHG4_Fc_1379,2
imgt:Fused_Homo_sapiens_IGHG4_Fc_581,2
imgt:Fused_Homo_sapiens_IGHG4_Fc_582,2
imgt:Fused_Homo_sapiens_IGHG4_Fc_820,2
imgt:Fused_Homo_sapiens_IL15-20-mer_Gly-Ser_linker_933,2
imgt:Fused_Homo_sapiens_IL21_1296,2
imgt:Fused_Homo_sapiens_IL2_555,2
imgt:Fused_Homo_sapiens_IL2_690,2
imgt:Fused_Homo_sapiens_IL2_704,2
imgt:Fused_Homo_sapiens_IL2_900,2
imgt:Fused_Homo_sapiens_IL3_825,2
imgt:Fused_Homo_sapiens_LCN2-peptidyl_linker_982,2
imgt:Fused_Homo_sapiens_TGFBR2-peptidyl_linker_1225,2
imgt:Fused_Homo_sapiens_TNFSF9-peptidyl_linker_1224,2
imgt:Fused_IGHG4_h-CH2-CH3_1049,2
imgt:Fused_IGHG4_h-CH2-CH3_874,2
imgt:Fused_IL2RA_1118,2
imgt:Fused_IL2_254,2
imgt:Fused_IL2_981,2
imgt:Fused_IgG1-h-CH2-CH3_1234,2
imgt:Fused_Phytolacca_americana_antiviral_protein_PAP_282,2
imgt:Fused_Pseudomonas_aeruginosa_exotoxin_A_1380,2
imgt:Fused_Pseudomonas_aeruginosa_exotoxin_A_198,2
imgt:Fused_Pseudomonas_aeruginosa_exotoxin_A_202,2
imgt:Fused_Pseudomonas_aeruginosa_exotoxin_A_203,2
imgt:Fused_Pseudomonas_aeruginosa_exotoxin_A_204,2
imgt:Fused_Pseudomonas_aeruginosa_exotoxin_A_206,2
imgt:Fused_Pseudomonas_aeruginosa_exotoxin_A_237,2
imgt:Fused_Staphylococcus_aureus_enterotoxin_A_287,2
imgt:Fused_Staphylococcus_aureus_enterotoxin_E_SEA/E120_superantigen_65,2
imgt:Fused_[Homo_sapiens_COL1A1_]3-peptidyl_linker_1297,2
imgt:Fused_[Homo_sapiens_IFNA2_]2-peptidyl_linker_1157,2
imgt:Fused_[Homo_sapiens_IL2_noncovalent_dimer]-dimer_796,2
imgt:Fused_[Homo_sapiens_TGFBR2_]2-peptidyl_linker_1159,2
imgt:Fused_[Homo_sapiens_TGFBR2_]2-peptidyl_linker_1616,2
imgt:Fused_[Homo_sapiens_TGFBR2_]2-peptidyl_linker_869,2
imgt:Fused_[Homo_sapiens_TNF-trimer]-trimer_797,2
imgt:Fused_[Homo_sapiens_TNF_]-trimer_818,2
imgt:Fused_interleukin_12_257,2
imgt:Fused_masking_peptide-linker_963,2
imgt:Fused_masking_peptide-linker_966,2
imgt:Fused_masking_peptide-linker_967,2
imgt:Fused_scFv-heavy-kappa-JCHAIN_1257,2
imgt:Fusion-Fc-Gamma1,2
imgt:Fusion-Gamma1,2
imgt:Fv-disulfide_stabilized,2
imgt:G1-K-L with domain crossover2,2
imgt:G1_VH-VH-h-CH2-CH3,2
imgt:G1_VH-h-CH2-CH3,2
imgt:Gastroenterology,2
imgt:Genor_Biopharma_Co_Ltd,2
imgt:Graft-versus-host_disease_(GvHD),2
imgt:Graft-versus-host_disease_(GvHD)_acute,2
imgt:HEK,2
imgt:HLA-DR10,2
imgt:HLA-DRB,2
imgt:Henlix_Inc,2
imgt:Hepatic_fibrosis,2
imgt:Homo_sapiens_SIRPA_(signal_regulatory_protein_alpha_SHPS1_SIRP_SIRPalpha)-IGHG1_(Fc_(Fragment_constant),2
imgt:Human_Genome_Sciences_Inc_(HGSI),2
imgt:Huntingtons_disease,2
imgt:Hypercalcemia_of_malignancy_refractory_to_bisphosphonate_therapy,2
imgt:I-Mab_Biopharma,2
imgt:IG-Light-Iota-1-IGI1,2
imgt:IG-Light-Iota-2-IGI2,2
imgt:IG-Light-Iota-3-IGI3,2
imgt:IG-Light-Iota-4-IGI4,2
imgt:IG-Light-Iota-IGI,2
imgt:IG-MU_IOTA-1,2
imgt:IGHG4_h-CH2-CH3_,2
imgt:IGHG4_h-CH2-CH3_(CO)-CD28_(TM)-TNFRSF9_(CY1)-CD247_(CY2)-TEApep-EGFRt_(CY3)_(1:1),2
imgt:IG_Light_Kappa,2
imgt:IL2_,2
imgt:Ig(G1-kappa_G1-V-kappa-C-lambda2),2
imgt:IgA_nephropathy_(IgAN),2
imgt:IgG1-G2-kappa,2
imgt:IgG1-V-lambda-C-kappa,2
imgt:IgG1-kappa-4F,2
imgt:IgG1-kappa-4F-drug,2
imgt:IgG1-kappa-4cys-drug3,2
imgt:IgG1-kappa-lambda_with_half-IG_VL-CH1/VH-CK_crossover,2
imgt:IgG2 - kappa - 4cys - drug,2
imgt:IgG2-G4-kappa,2
imgt:IgG2a - kappa,2
imgt:IgG2a - kappa - G2b - lambda,2
imgt:IgG2a - nd,2
imgt:IgG2a-lambda,2
imgt:IgG2b - kappa,2
imgt:IgG3 - nd,2
imgt:IgG3-kappa,2
imgt:IgG4 - nd,2
imgt:IgG4-G2a-kappa,2
imgt:IgG4-kappa-[scFv-heavy-kappa]2,2
imgt:IgG4-kappa-lambda,2
imgt:IgG4-lambda2,2
imgt:IgG4-nd,2
imgt:IgM-kappa-[scFv-heavy-kappa]-Jchain-ALB,2
imgt:IgM-nd,2
imgt:Immunodeficiency_disease_associated_with_T-cell_defects,2
imgt:Inclusion_body_myositis_(IBM),2
imgt:Incyte_Corporation,2
imgt:Indolino-benzodiazepine_compound_(sulfonated_DGN462),2
imgt:Infection_papillomavirus_(HPV),2
imgt:Inflammatory_conditions,2
imgt:Influenza,2
imgt:Intravenous_steroid-refractory_ulcerative_colitis_(IVSR-UC),2
imgt:Iodine-124_I-124,2
imgt:Iodine-125_I-125,2
imgt:J-chain,2
imgt:KaloBios_Pharmaceuticals_Inc,2
imgt:Kidney_transplantation,2
imgt:Kidney_transplantation_treatment_of_antibody-mediated_rejection_(AMR),2
imgt:L-KAPPA,2
imgt:L-V-D-J-C-chain,2
imgt:L-V-J-C-chain,2
imgt:L-kappa-G1-h-CH2-CH3_L-lambda-G1-h-CH2-CH3,2
imgt:L-nt-transcript,2
imgt:Lymphocytopenia,2
imgt:MH1-Alpha,2
imgt:MH1LIKE-ALPHA,2
imgt:MH2-Beta,2
imgt:MH2-Beta-peptide,2
imgt:Macfas,2
imgt:Macular_edema_following_Central_Retinal_Vein_Occlusion_(CRVO),2
imgt:Macular_edema_following_Retinal_Vein_Occlusion_(RVO),2
imgt:Malignancies,2
imgt:Malignant_pleural_effusion,2
imgt:Medulloblastoma,2
imgt:Melanoma_(stage_llb_and_IV),2
imgt:Melanoma_malignant,2
imgt:Melanoma_uveal,2
imgt:Mersana_Therapeutics,2
imgt:Micromet_AG,2
imgt:Myelofibrosis,2
imgt:Myopic_choroidal_neovascularization_(myopic_CNV),2
imgt:NIH,2
imgt:Nektar_Therapeutics,2
imgt:NeoRx_Corp,2
imgt:Non-alcoholic_steatohepatitis_(NASH),2
imgt:Nordic_Nanovector_ASA,2
imgt:OBI_Pharma_USA_Inc,2
imgt:OncoTherapy_Science_Inc,2
imgt:Osteoporosis_postmenopausal_women,2
imgt:Osteosarcoma,2
imgt:PAUF,2
imgt:PDL_(Protein_Design_Labs)_BioPharma,2
imgt:Pancreatic_ductal_adenocarcinoma_metastatic_(PDAC),2
imgt:Pigmented_villonodular_synovitis_(PVNS),2
imgt:Product_Adenocarcinoma_286,2
imgt:Product_Cancers_268,2
imgt:Product_Cancers_276,2
imgt:Product_Cancers_282,2
imgt:Product_Cancers_epithelial_ovarian_269,2
imgt:Product_Cancers_non-small_cell_lung_(NSCLC)_metastatic_1372,2
imgt:Product_Chronic_lymphocytic_leukemia_(CLL)_320,2
imgt:Product_Graft-versus-host_disease_(GvHD)_314,2
imgt:Product_Lymphoma_cutaneous_T_cell_(CTCL)_314,2
imgt:Product_Renal_cell_carcinoma_(RCC)_287,2
imgt:Product_Systemic_lupus_erythematosus_(SLE)_314,2
imgt:Product_microsatellite_instability-high_cancer_(MSI-H)_472,2
imgt:Psoriatic_arthritis_(PSA),2
imgt:Qilu_Puget_Sound_Biotherapeutics_Corp,2
imgt:RPI-MH1Like-Alpha,2
imgt:Radiolabelled_Actinium-225_Ac-225_53,2
imgt:Radiolabelled_Indium-111_In-111_115,2
imgt:Radiolabelled_Indium-111_In-111_123,2
imgt:Radiolabelled_Indium-111_In-111_138,2
imgt:Radiolabelled_Indium-111_In-111_312,2
imgt:Radiolabelled_Indium-111_In-111_98,2
imgt:Radiolabelled_Iodine-124_I-124_329,2
imgt:Radiolabelled_Iodine-125_I-125_137,2
imgt:Radiolabelled_Iodine-131_I-131_125,2
imgt:Radiolabelled_Iodine-131_I-131_142,2
imgt:Radiolabelled_Iodine-131_I-131_143,2
imgt:Radiolabelled_Iodine-131_I-131_159,2
imgt:Radiolabelled_Iodine-131_I-131_633,2
imgt:Radiolabelled_Lutetium-177_Lu-177_110,2
imgt:Radiolabelled_Lutetium-177_Lu-177_1571,2
imgt:Radiolabelled_Lutetium-177_Lu-177_541,2
imgt:Radiolabelled_Technetium-99m_Tc-99m_113,2
imgt:Radiolabelled_Technetium-99m_Tc-99m_133,2
imgt:Radiolabelled_Technetium-99m_Tc-99m_141,2
imgt:Radiolabelled_Technetium-99m_Tc-99m_199,2
imgt:Radiolabelled_Technetium-99m_Tc-99m_286,2
imgt:Radiolabelled_Yttrium-90_Y-90_114,2
imgt:Radiolabelled_Yttrium-90_Y-90_122,2
imgt:Radiolabelled_Yttrium-90_Y-90_229,2
imgt:Radiolabelled_Yttrium-90_Y-90_255,2
imgt:Radiolabelled_Yttrium-90_Y-90_269,2
imgt:Radiolabelled_Yttrium-90_Y-90_40,2
imgt:Radiolabelled_actinium-225_936,2
imgt:Refractory_B-lineage_non-Hodgkin_lymphoma,2
imgt:Relapsed_multiple_myeloma,2
imgt:RemeGen_Ltd,2
imgt:Renal_mass,2
imgt:Retinopathy_of_Prematurity_(ROP),2
imgt:Rheumatology,2
imgt:Ricinus_communis,2
imgt:Ricinus_communis_ricin_A,2
imgt:Sanofi-Aventis_US_LLC,2
imgt:Schering-Plough,2
imgt:Seagen_Inc_formely_Seatlle_Genetics_Inc,2
imgt:Segment_1000_1,2
imgt:Segment_1002_1,2
imgt:Segment_1003_1,2
imgt:Segment_1004_1,2
imgt:Segment_1005_1,2
imgt:Segment_1006_1,2
imgt:Segment_1007_1,2
imgt:Segment_1009_1,2
imgt:Segment_100_1,2
imgt:Segment_1010_1,2
imgt:Segment_1011_1,2
imgt:Segment_1012_1,2
imgt:Segment_1013_1,2
imgt:Segment_1014_1,2
imgt:Segment_1017_1,2
imgt:Segment_1019_1,2
imgt:Segment_101_1,2
imgt:Segment_1022_1,2
imgt:Segment_1023_1,2
imgt:Segment_1024_1,2
imgt:Segment_1025_1,2
imgt:Segment_1026_1,2
imgt:Segment_1028_1,2
imgt:Segment_1029_1,2
imgt:Segment_1030_1,2
imgt:Segment_1031_1,2
imgt:Segment_1032_1,2
imgt:Segment_1035_1,2
imgt:Segment_1036_1,2
imgt:Segment_1037_1,2
imgt:Segment_1039_1,2
imgt:Segment_1040_1,2
imgt:Segment_1041_1,2
imgt:Segment_1042_1,2
imgt:Segment_1049_1,2
imgt:Segment_1054_1,2
imgt:Segment_1055_1,2
imgt:Segment_1056_1,2
imgt:Segment_1057_1,2
imgt:Segment_1058_1,2
imgt:Segment_1059_1,2
imgt:Segment_1062_1,2
imgt:Segment_1065_1,2
imgt:Segment_1066_1,2
